GHI (kWh/m²/day),DNI (kWh/m²/day),DHI (% of GHI),Snowfall (mm/year),Quarter1-Cloud cover,Quarter1-Sunshine duration,Quarter1-Ambient temperature,Quarter1-Relative humidity,Quarter1-Precipitation,Quarter2-Cloud cover,Quarter2-Sunshine duration,Quarter2-Ambient temperature,Quarter2-Relative humidity,Quarter2-Precipitation,Quarter3-Cloud cover,Quarter3-Sunshine duration,Quarter3-Ambient temperature,Quarter3-Relative humidity,Quarter3-Precipitation,Quarter4-Cloud cover,Quarter4-Sunshine duration,Quarter4-Ambient temperature,Quarter4-Relative humidity,Quarter4-Precipitation,YearlyCloud cover,Sunshine duration,Ambient temperature,Relative humidity,Precipitation,Label (Yes/No)
4.728,6.019,19.81,65.5,17.57,9.2,21.36,46.32,292.81,40.76,8.13,28.89,67.06,234.63,15.94,10.08,17.1,63.61,193.75,25.41,6.34,22.62,65.16,7.87,24.92,8.44,22.49,60.54,729.06,Yes
3.658,3.615,37.17,239.2,96.83,0.16,24.01,87.92,670.46,97.59,2.13,16.89,90.14,737.73,94.54,4.0,37.84,72.56,516.42,50.65,1.06,26.52,96.57,612.29,84.9,1.84,26.32,86.8,2536.9,No
5.224,4.223,22.47,84.7,14.33,10.9,30.43,37.35,258.86,10.0,11.59,26.01,51.02,249.25,32.45,11.14,27.19,65.39,218.37,16.84,11.48,28.63,54.96,369.56,18.4,11.28,28.06,52.18,1096.04,Yes
5.987,5.573,20.2,97.1,37.82,11.67,21.33,36.69,320.52,15.99,11.68,25.15,66.32,126.3,38.64,8.9,27.54,45.22,362.67,37.68,7.51,33.19,34.7,139.35,32.53,9.94,26.8,45.73,948.84,Yes
5.744,5.266,15.26,92.5,44.07,9.15,19.58,26.08,136.27,20.22,9.04,34.33,48.75,333.72,36.04,8.85,32.09,43.57,325.74,21.66,6.77,32.11,49.37,333.41,30.5,8.45,29.53,41.94,1129.14,Yes
5.736,4.28,20.65,24.9,27.27,9.8,20.14,22.61,3.84,10.89,6.05,17.21,31.97,82.96,49.47,7.84,17.55,47.28,321.73,37.12,7.78,26.23,55.74,273.04,31.19,7.87,20.28,39.4,681.57,Yes
2.518,2.588,54.71,143.1,78.25,4.36,32.52,87.74,543.02,63.04,5.46,13.49,93.97,386.87,61.61,2.07,28.58,79.58,390.51,58.69,1.55,3.8,76.11,663.36,65.4,3.36,19.6,84.35,1983.76,No
4.373,5.275,19.61,90.1,47.2,8.3,24.83,64.81,302.52,10.15,7.92,23.44,31.49,74.84,11.51,9.86,20.25,22.62,86.62,42.08,11.11,24.66,40.8,366.7,27.74,9.3,23.3,39.93,830.68,Yes
6.124,5.994,24.87,69.7,40.04,11.9,15.14,51.7,277.11,46.71,11.3,31.84,67.29,201.52,10.28,6.07,25.89,41.76,169.22,26.02,11.51,22.18,62.81,338.57,30.76,10.2,23.76,55.89,986.42,Yes
3.407,1.975,32.98,482.9,55.27,2.99,-1.87,72.71,612.56,81.54,1.16,38.62,91.07,487.73,62.42,4.53,31.68,74.46,505.95,60.83,1.76,9.38,99.28,656.33,65.02,2.61,19.45,84.38,2262.57,No
2.762,3.599,30.2,318.1,67.42,4.22,-4.06,90.11,413.59,53.24,4.35,27.02,96.85,569.87,76.5,4.24,11.17,71.11,461.27,61.9,2.01,42.17,94.15,725.98,64.76,3.7,19.08,88.06,2170.71,No
1.532,2.478,42.82,143.3,76.88,4.92,13.88,80.58,502.05,96.15,0.29,17.25,77.94,710.18,54.8,2.47,15.34,96.65,455.81,82.24,0.81,42.7,87.79,609.85,77.52,2.12,22.29,85.74,2277.89,No
5.654,4.407,22.34,72.7,27.0,11.55,18.34,33.37,23.71,41.82,9.73,21.3,28.19,15.06,16.67,8.72,19.94,32.95,328.34,30.61,10.38,15.71,38.26,179.69,29.02,10.1,18.82,33.19,546.8,Yes
1.803,3.185,56.3,165.5,60.74,3.44,20.42,85.63,583.0,97.5,0.32,33.02,76.98,515.13,54.46,2.67,35.21,72.96,478.35,68.65,0.62,33.12,93.61,688.46,70.34,1.76,30.44,82.3,2264.94,No
3.403,1.657,37.83,330.3,73.03,1.09,9.96,79.01,746.99,66.31,1.23,36.13,82.64,541.45,77.44,3.57,24.53,71.03,682.07,59.74,1.75,3.67,93.01,593.87,69.13,1.91,18.57,81.42,2564.38,No
1.946,2.993,45.72,117.3,72.15,3.18,8.4,96.16,435.41,62.7,0.94,0.83,96.37,479.2,86.13,2.57,26.79,97.85,691.73,53.45,5.07,17.59,80.5,627.15,68.61,2.94,13.4,92.72,2233.49,No
3.011,1.665,50.64,287.6,86.15,4.96,11.14,84.53,472.79,60.08,0.0,43.18,83.23,379.9,50.45,1.73,-4.3,81.24,398.6,51.96,4.02,40.34,82.28,688.79,62.16,2.68,22.59,82.82,1940.08,No
3.045,2.035,50.38,220.4,63.62,2.35,-4.4,99.07,574.62,88.67,1.55,32.33,87.02,534.05,98.53,2.96,27.87,70.46,488.05,94.43,4.55,21.84,97.0,557.33,86.31,2.85,19.41,88.39,2154.05,No
1.895,3.234,45.15,396.4,53.17,5.79,-5.0,79.76,629.86,52.26,0.5,-1.17,87.45,710.97,77.77,3.62,12.3,70.56,383.11,94.42,0.62,44.99,74.93,627.99,69.4,2.63,12.78,78.18,2351.93,No
2.444,2.448,52.33,153.8,65.29,3.65,16.0,98.22,734.44,75.13,3.23,31.23,83.72,446.29,87.35,4.43,7.25,94.99,605.12,61.82,3.91,6.68,77.96,693.0,72.4,3.8,15.29,88.72,2478.85,No
4.296,4.034,18.03,69.8,41.61,7.77,24.91,41.06,153.95,19.25,6.82,18.93,22.77,74.3,10.37,9.76,21.33,68.66,72.64,23.83,8.15,15.17,61.96,12.0,23.76,8.12,20.08,48.61,312.89,Yes
5.871,6.172,20.37,75.2,15.6,8.09,22.79,45.56,348.4,44.97,6.81,18.46,37.88,109.03,34.59,11.42,34.25,52.68,314.31,31.01,7.25,25.49,47.75,278.42,31.54,8.39,25.25,45.97,1050.16,Yes
5.731,5.148,16.35,31.5,22.8,10.2,17.27,61.45,285.38,17.45,10.31,28.37,57.41,70.85,16.3,7.42,22.32,59.68,276.72,47.02,6.35,15.23,54.96,104.73,25.89,8.57,20.8,58.38,737.68,Yes
3.525,1.801,35.55,412.0,76.27,5.74,19.05,90.31,566.17,97.15,2.39,6.49,79.8,694.79,74.9,2.13,22.21,74.0,377.01,64.03,3.63,30.58,94.8,722.5,78.09,3.47,19.58,84.73,2360.47,No
2.167,2.168,55.21,105.1,59.08,3.66,35.85,80.75,620.04,77.86,0.39,26.09,94.42,747.17,51.48,3.96,15.73,70.29,605.39,56.12,2.27,8.07,80.83,559.76,61.14,2.57,21.44,81.57,2532.36,No
1.695,3.167,42.1,401.3,59.54,1.55,22.17,84.45,519.89,87.3,3.39,30.51,74.6,648.37,73.08,0.2,6.72,70.77,546.33,66.29,5.92,38.43,94.77,562.92,71.55,2.76,24.46,81.15,2277.51,No
5.461,6.423,18.78,6.2,23.57,9.04,18.24,52.91,374.16,28.07,8.13,23.01,25.76,331.23,26.59,8.32,28.19,42.1,243.09,12.46,10.88,33.81,52.44,357.96,22.67,9.09,25.81,43.3,1306.44,Yes
3.965,1.942,44.87,327.7,68.64,5.71,37.19,94.89,740.31,72.86,0.58,33.27,81.42,446.38,74.16,5.55,3.57,95.46,531.83,56.84,5.09,43.48,78.74,488.83,68.12,4.23,29.38,87.63,2207.35,No
4.172,4.905,24.35,86.3,21.42,6.94,23.98,37.79,255.83,48.66,8.18,16.24,64.88,14.23,48.11,9.99,33.83,29.98,15.26,29.53,8.7,21.63,67.88,308.47,36.93,8.45,23.92,50.13,593.79,Yes
4.13,5.966,17.01,25.9,16.59,7.98,30.14,45.97,76.83,45.11,11.28,32.41,31.94,169.21,49.4,10.63,15.54,23.26,173.97,46.37,9.23,24.96,25.27,246.29,39.37,9.78,25.76,31.61,666.3,Yes
2.073,3.466,53.17,293.2,69.46,1.48,32.71,89.18,452.49,89.72,5.29,-2.04,93.17,694.8,99.58,1.43,13.55,98.99,410.26,76.19,3.04,25.33,79.92,722.22,83.74,2.81,17.39,90.32,2279.77,No
3.927,3.917,52.63,294.9,58.16,0.27,6.57,80.21,423.69,61.24,0.5,21.18,73.79,653.54,66.63,4.03,39.13,72.58,745.88,82.26,0.32,10.7,96.59,598.59,67.07,1.28,19.4,80.79,2421.7,No
5.644,4.487,18.91,94.7,19.86,10.01,29.8,42.41,351.57,39.47,8.75,26.39,54.63,222.07,45.15,8.14,21.0,30.69,14.17,11.72,11.22,28.57,53.03,230.49,29.05,9.53,26.44,45.19,818.3,Yes
3.982,3.077,33.55,141.1,52.04,0.54,29.0,95.65,433.77,70.11,2.13,27.23,75.48,732.49,86.43,5.73,8.87,87.63,649.6,85.55,0.13,44.91,97.84,419.91,73.53,2.13,27.5,89.15,2235.77,No
4.419,4.261,21.36,70.6,11.26,11.62,16.04,47.06,265.9,44.84,10.28,31.03,36.97,305.56,13.2,11.37,25.95,60.86,169.62,35.74,9.16,29.63,24.08,22.63,26.26,10.61,25.66,42.24,763.71,Yes
3.671,2.547,58.71,333.4,56.92,3.28,44.68,86.96,375.7,96.65,1.41,29.43,85.45,497.04,64.13,5.57,40.6,85.39,471.94,55.12,0.94,21.11,79.23,390.78,68.2,2.8,33.96,84.26,1735.46,No
5.489,5.812,19.45,6.0,41.9,6.21,29.01,21.15,323.36,16.31,9.09,26.94,42.88,127.79,28.71,7.87,23.76,37.95,212.33,19.52,11.93,25.02,29.71,178.9,26.61,8.78,26.18,32.92,842.38,Yes
5.726,4.115,18.39,41.2,13.88,7.42,16.03,69.81,276.21,13.5,6.12,29.39,41.96,295.05,46.94,9.6,18.74,59.11,358.43,33.21,10.09,21.75,39.08,275.5,26.88,8.31,21.48,52.49,1205.19,Yes
5.082,5.339,19.77,38.9,45.5,11.36,21.72,50.75,347.59,48.48,9.05,24.06,33.93,359.58,15.71,9.48,20.65,33.95,151.86,49.95,6.33,26.57,24.13,57.95,39.91,9.06,23.25,35.69,916.98,Yes
4.87,4.929,15.01,30.0,35.86,11.85,31.94,21.18,336.96,41.33,10.68,24.16,39.9,113.59,12.63,7.37,19.93,44.2,280.29,28.95,6.35,34.16,67.14,294.45,29.69,9.06,27.55,43.1,1025.29,Yes
5.7,4.74,17.66,57.4,49.17,8.72,33.75,65.72,95.16,26.07,9.86,25.36,24.8,372.64,40.11,8.63,27.36,24.38,185.74,47.23,11.38,21.75,46.57,261.52,40.65,9.65,27.06,40.37,915.06,Yes
1.505,2.36,42.31,427.5,91.93,4.35,7.36,91.61,467.45,60.73,3.28,28.94,71.59,397.51,89.21,5.16,25.22,82.86,691.99,86.44,3.48,10.99,75.94,532.0,82.08,4.07,18.13,80.5,2088.95,No
4.771,6.471,21.05,84.4,12.91,8.09,29.75,52.75,72.84,24.25,7.58,27.27,37.23,115.9,18.3,8.45,18.91,68.13,57.94,46.53,8.57,22.56,31.57,238.41,25.5,8.17,24.62,47.42,485.09,Yes
5.457,6.031,18.27,30.6,26.11,10.04,28.64,35.76,49.95,35.3,6.77,26.57,54.67,262.73,40.14,11.24,25.0,56.51,232.19,17.47,6.15,20.69,42.15,231.41,29.76,8.55,25.22,47.27,776.28,Yes
4.064,6.25,15.04,36.4,16.74,10.54,16.01,47.67,110.6,15.35,10.63,19.35,31.18,103.15,33.47,9.96,15.35,32.09,161.61,23.28,11.31,30.75,51.29,126.77,22.21,10.61,20.37,40.56,502.13,Yes
4.788,4.151,21.87,56.8,23.98,10.23,25.75,43.46,191.75,35.45,9.96,20.78,27.04,58.74,35.58,11.24,23.19,28.48,283.73,43.3,11.28,27.14,63.04,5.78,34.58,10.68,24.22,40.51,540.0,Yes
3.777,3.484,42.89,246.1,72.41,5.41,4.23,94.2,381.82,96.03,3.0,6.34,70.09,584.83,62.22,3.79,9.06,72.64,564.39,78.22,2.72,17.9,87.69,572.38,77.22,3.73,9.38,81.16,2103.42,No
5.546,4.253,15.84,70.1,12.91,10.93,29.12,24.07,31.81,49.47,8.25,22.41,60.64,355.22,49.44,10.52,22.53,24.18,291.43,32.34,8.55,33.13,25.56,184.73,36.04,9.56,26.8,33.61,863.19,Yes
4.701,4.133,22.96,41.7,19.16,7.39,33.03,61.7,207.57,34.64,8.85,22.83,65.77,47.1,26.74,8.07,24.96,42.88,194.58,15.6,9.08,19.85,29.22,24.31,24.03,8.35,25.17,49.89,473.56,Yes
3.18,1.726,32.19,180.2,55.42,1.25,25.35,91.97,622.61,73.76,0.31,42.95,75.04,625.66,95.64,4.19,5.9,79.47,386.33,80.64,3.68,31.28,70.33,681.69,76.36,2.36,26.37,79.2,2316.29,No
6.287,4.417,16.21,8.5,46.38,7.16,23.33,42.44,224.63,12.87,7.36,33.63,65.42,292.98,10.78,7.96,27.56,33.76,341.1,35.36,6.43,33.18,67.89,29.14,26.35,7.23,29.42,52.38,887.85,Yes
1.827,3.502,51.57,141.7,83.39,3.66,30.67,84.23,476.25,83.18,2.23,5.95,82.26,661.23,73.79,1.8,36.59,96.45,537.47,68.73,3.68,-2.1,90.74,668.36,77.27,2.84,17.78,88.42,2343.31,No
6.448,4.222,24.22,48.0,34.95,10.98,22.21,41.52,153.57,24.99,11.55,31.58,25.45,40.55,27.11,6.59,27.38,27.18,195.89,10.29,7.9,28.54,44.2,366.85,24.34,9.26,27.43,34.59,756.86,Yes
3.749,1.987,42.68,340.7,90.95,5.31,26.2,71.05,555.48,94.24,4.28,38.51,90.22,391.51,98.4,5.51,1.33,73.38,577.15,87.85,2.29,1.82,85.32,501.59,92.86,4.35,16.96,79.99,2025.73,No
1.69,3.752,58.23,496.0,90.48,0.85,30.31,76.1,711.42,65.83,1.96,40.88,70.4,447.74,71.1,4.2,27.38,90.08,705.01,56.05,3.13,31.27,89.08,543.12,70.86,2.54,32.46,81.41,2407.29,No
4.885,6.492,19.35,2.4,24.5,6.77,17.43,34.08,20.02,37.54,6.44,19.07,24.64,23.69,20.71,9.43,34.29,63.78,328.48,17.04,7.59,16.53,58.92,26.18,24.95,7.56,21.83,45.36,398.37,Yes
4.581,6.249,18.84,54.4,46.26,9.75,17.34,66.99,235.39,23.4,6.84,30.88,51.0,200.05,45.76,10.73,18.03,35.59,93.18,39.76,6.2,26.4,58.12,328.79,38.79,8.38,23.16,52.92,857.41,Yes
6.046,5.369,23.86,71.3,32.11,10.53,15.77,21.35,31.26,27.5,7.41,34.69,47.11,248.41,21.15,7.93,21.71,54.94,177.64,30.71,9.55,30.38,24.52,291.33,27.87,8.86,25.64,36.98,748.64,Yes
5.965,4.674,22.33,61.0,16.8,11.43,19.01,69.48,2.74,20.54,7.2,15.28,56.62,260.03,41.69,7.54,23.89,52.96,164.91,37.89,9.8,17.29,59.05,270.25,29.23,8.99,18.87,59.53,697.93,Yes
6.061,6.431,16.8,21.4,10.67,10.35,27.88,28.9,296.68,21.97,6.81,23.45,24.55,98.72,24.85,11.11,30.85,42.14,271.72,32.75,8.05,29.52,54.17,232.16,22.56,9.08,27.92,37.44,899.28,Yes
5.508,4.199,21.83,93.3,33.03,6.76,26.63,58.32,152.41,45.19,9.89,32.98,51.18,49.23,22.39,7.21,33.18,58.02,253.65,22.04,7.1,30.13,43.71,84.67,30.66,7.74,30.73,52.81,539.96,Yes
6.498,5.474,21.81,68.2,43.81,6.06,19.4,53.28,335.68,37.41,8.48,22.23,56.9,277.96,34.28,7.75,33.5,47.59,296.43,18.57,8.06,32.49,22.51,192.12,33.52,7.59,26.9,45.07,1102.19,Yes
5.129,6.142,24.44,33.6,32.43,6.57,19.01,40.67,77.33,45.06,6.95,24.11,50.28,259.45,25.32,11.21,26.37,41.98,25.22,28.59,10.92,27.29,61.61,185.25,32.85,8.91,24.2,48.64,547.25,Yes
4.945,5.869,24.13,75.5,19.09,11.33,22.75,48.81,311.79,17.54,10.71,26.92,64.67,64.49,26.83,11.0,15.38,25.61,371.46,21.22,11.85,18.65,38.05,282.33,21.17,11.22,20.92,44.28,1030.07,Yes
2.663,3.512,45.24,114.9,92.15,0.31,3.54,73.06,404.22,51.28,0.33,17.12,77.59,422.45,82.94,1.36,-4.05,82.55,491.41,65.93,2.67,28.45,88.49,726.47,73.08,1.17,11.26,80.42,2044.55,No
5.352,5.75,23.28,79.2,45.3,11.8,23.78,67.52,271.23,12.83,10.09,28.73,65.29,139.85,33.4,6.07,21.64,23.11,195.7,42.7,7.24,25.55,30.2,45.26,33.56,8.8,24.92,46.53,652.04,Yes
3.139,3.038,38.03,134.8,51.07,2.57,19.06,94.68,530.4,64.06,2.77,6.9,72.74,417.39,65.96,0.08,6.01,93.63,462.98,55.54,5.69,26.12,71.8,398.34,59.16,2.78,14.52,83.21,1809.11,No
2.907,3.238,42.42,293.4,68.4,1.63,42.31,79.53,398.78,58.36,5.14,24.33,93.36,678.29,91.16,3.3,3.86,74.45,590.24,68.33,3.35,19.92,88.07,387.04,71.56,3.36,22.6,83.85,2054.35,No
4.722,4.373,17.41,93.6,30.81,8.19,32.47,39.75,125.63,18.29,8.27,21.33,53.87,108.59,33.09,6.4,18.83,40.37,351.36,25.09,9.98,20.1,26.35,21.95,26.82,8.21,23.18,40.08,607.53,Yes
4.759,5.398,21.69,2.7,28.63,6.35,18.73,48.03,324.82,45.31,6.42,23.38,49.15,55.15,40.62,10.47,33.07,20.42,81.26,43.09,10.02,32.89,22.86,223.86,39.41,8.32,27.02,35.12,685.09,Yes
6.419,5.099,17.78,79.8,23.05,7.8,19.65,26.48,96.17,24.21,10.04,16.25,30.53,303.38,15.88,8.06,32.29,27.75,31.03,29.38,7.81,26.27,60.19,51.43,23.13,8.43,23.62,36.24,482.01,Yes
2.618,3.545,26.71,134.6,51.08,4.13,21.28,96.28,561.95,61.09,4.83,9.72,98.07,468.91,58.39,2.96,-2.47,71.09,561.01,60.76,0.06,9.8,84.32,522.86,57.83,3.0,9.58,87.44,2114.73,No
6.068,5.063,17.75,26.5,31.45,8.69,23.8,24.56,269.48,18.55,7.18,23.26,31.39,218.95,24.86,8.69,25.74,30.18,58.41,45.22,8.6,23.24,21.78,186.74,30.02,8.29,24.01,26.98,733.58,Yes
5.526,4.338,22.51,65.7,48.26,6.41,16.14,34.11,98.14,19.88,11.44,19.99,33.6,284.77,27.99,10.66,16.31,44.38,12.61,12.51,11.44,17.78,46.62,154.16,27.16,9.99,17.56,39.68,549.68,Yes
5.744,5.7,21.19,75.3,16.34,11.29,32.44,21.46,309.68,15.15,8.01,29.87,28.04,306.74,43.29,9.04,15.13,34.35,231.35,49.25,9.79,20.2,51.7,202.49,31.01,9.53,24.41,33.89,1050.26,Yes
4.276,5.569,16.87,51.0,31.16,11.26,24.25,33.97,86.61,44.97,7.03,23.52,29.36,289.99,28.97,8.11,22.22,62.61,207.67,38.71,11.38,33.03,36.43,357.17,35.95,9.44,25.76,40.59,941.44,Yes
4.858,6.086,24.35,18.6,24.9,11.57,16.24,24.62,61.05,33.81,6.9,34.36,42.34,188.07,19.87,8.83,28.24,57.56,282.7,33.12,11.43,31.35,57.85,20.85,27.92,9.68,27.55,45.59,552.67,Yes
5.297,5.681,15.44,22.1,28.23,7.99,29.25,45.56,60.13,45.78,7.76,29.62,59.0,361.18,29.94,9.7,21.7,53.91,173.77,27.51,11.13,16.0,64.1,319.53,32.86,9.14,24.14,55.64,914.61,Yes
1.753,2.669,48.35,297.4,83.72,4.9,29.29,88.48,695.1,95.03,2.33,3.66,94.54,455.16,96.45,0.14,41.06,87.68,665.53,69.92,5.95,6.38,77.93,394.29,86.28,3.33,20.1,87.16,2210.08,No
2.563,2.4,52.37,398.1,95.26,2.37,23.21,96.77,747.69,98.46,4.31,2.16,70.7,684.46,92.05,4.48,9.0,89.19,493.59,72.53,2.29,40.68,77.02,591.6,89.57,3.36,18.76,83.42,2517.34,No
3.441,2.099,40.01,160.7,71.48,4.21,29.57,91.28,490.79,83.11,2.2,42.22,80.3,601.13,87.51,5.44,16.9,80.81,536.26,66.18,3.92,41.64,73.78,585.35,77.07,3.94,32.58,81.54,2213.53,No
2.088,3.154,45.07,234.1,67.18,2.39,9.56,91.31,619.26,72.04,2.39,13.25,78.5,407.14,63.41,1.93,22.38,93.21,523.39,97.24,4.96,44.24,96.29,606.27,74.97,2.92,22.36,89.83,2156.06,No
2.281,2.212,26.7,284.9,88.3,0.13,0.63,91.61,597.59,85.76,1.38,35.19,84.4,603.86,54.61,1.23,33.67,76.72,409.7,79.86,3.29,25.39,88.55,562.57,77.13,1.51,23.72,85.32,2173.72,No
5.636,4.2,17.42,77.4,31.15,11.57,23.58,63.49,168.36,49.17,11.76,21.58,64.3,317.85,18.43,9.75,16.45,61.84,65.45,12.83,8.4,26.54,62.75,365.34,27.9,10.37,22.04,63.1,917.0,Yes
3.769,1.7,42.59,305.2,91.85,5.48,41.98,87.09,629.64,54.43,2.93,39.89,83.67,401.1,60.03,2.58,6.88,81.77,499.86,65.95,0.55,39.14,90.78,608.77,68.06,2.88,31.97,85.83,2139.37,No
4.359,4.379,19.33,59.6,13.22,11.64,30.1,49.33,310.66,13.21,8.86,27.6,61.43,293.8,21.08,11.65,17.49,63.76,364.1,17.09,10.33,15.81,40.27,193.61,16.15,10.62,22.75,53.7,1162.17,Yes
2.209,1.746,41.77,478.5,78.05,4.01,0.64,74.31,549.18,97.56,2.16,38.87,73.61,606.38,80.03,5.16,-4.83,75.7,457.38,97.5,0.92,-3.15,86.03,573.21,88.28,3.06,7.88,77.41,2186.15,No
3.354,2.853,28.01,110.7,68.13,4.81,-2.94,91.13,620.77,63.28,0.46,40.77,79.01,416.77,84.08,1.3,18.78,71.51,747.37,72.38,5.99,14.28,80.44,717.96,71.97,3.14,17.72,80.52,2502.87,No
4.025,6.012,20.17,68.5,46.59,9.25,25.06,34.53,114.45,41.86,8.69,18.27,24.73,177.35,28.6,9.92,24.42,27.17,190.43,46.27,6.96,28.8,49.69,280.72,40.83,8.7,24.14,34.03,762.95,Yes
3.871,1.525,45.57,446.4,82.66,4.8,39.75,92.53,643.88,98.24,5.18,35.77,72.59,464.64,77.84,4.26,10.16,72.8,491.66,88.55,5.26,40.65,81.37,514.7,86.82,4.88,31.58,79.82,2114.88,No
3.173,1.575,29.3,138.0,54.91,1.56,21.6,73.44,725.67,92.71,5.83,-2.87,95.54,676.4,95.11,3.17,34.39,71.54,403.45,55.93,5.49,-1.94,73.0,723.9,74.67,4.01,12.8,78.38,2529.42,No
5.457,4.129,18.37,75.3,21.77,10.58,29.91,32.29,273.31,39.91,8.38,19.21,46.06,345.52,35.58,7.04,28.66,41.36,221.82,39.36,9.09,31.28,56.11,230.65,34.16,8.77,27.26,43.96,1071.3,Yes
4.101,4.503,16.79,33.8,26.74,9.05,24.54,33.53,10.94,34.2,8.37,20.97,63.35,280.03,44.31,8.97,17.62,54.81,77.28,27.65,6.39,31.51,26.3,338.66,33.22,8.2,23.66,44.5,706.91,Yes
1.564,2.15,57.05,367.3,95.97,2.68,41.83,83.89,451.6,57.57,5.96,11.69,74.8,378.15,64.28,5.33,21.7,88.97,720.9,75.64,5.03,11.19,99.31,404.56,73.36,4.75,21.6,86.74,1955.21,No
1.764,2.981,47.93,403.2,95.2,4.6,6.79,77.07,718.16,89.51,4.69,30.99,78.02,692.78,57.14,2.1,12.32,86.8,548.79,72.99,3.32,15.77,77.5,624.05,78.71,3.68,16.47,79.85,2583.78,No
2.737,2.681,45.28,187.8,76.3,0.07,18.78,80.08,628.08,81.92,2.29,-4.64,77.57,612.51,53.62,0.65,27.35,92.67,495.58,74.48,5.67,42.28,79.23,678.75,71.58,2.17,20.94,82.39,2414.92,No
1.812,2.769,56.61,477.6,69.01,4.35,15.53,73.71,706.73,96.6,3.03,-4.08,94.48,553.86,53.75,1.14,2.61,90.59,487.28,56.38,5.51,42.83,74.16,461.34,68.94,3.51,14.22,83.23,2209.21,No
1.789,1.792,37.81,209.6,59.92,1.19,1.53,88.33,633.05,85.15,3.19,42.65,96.42,734.11,69.44,5.27,33.14,80.2,414.97,84.13,0.82,9.69,85.01,629.96,74.66,2.62,21.75,87.49,2412.09,No
4.951,5.923,22.07,4.0,31.86,6.53,34.92,64.86,7.91,44.35,11.52,22.07,55.98,165.79,36.21,8.04,21.45,41.22,54.59,43.25,8.09,23.0,64.7,186.23,38.92,8.54,25.36,56.69,414.52,Yes
3.063,3.863,27.87,143.7,92.19,0.66,-3.03,80.44,550.01,78.47,3.04,40.66,93.06,743.93,73.82,0.51,42.78,70.12,666.04,51.56,4.57,41.9,81.68,465.36,74.01,2.2,30.58,81.32,2425.34,No
6.04,5.08,22.96,59.5,45.46,8.47,27.09,51.5,156.52,15.77,6.56,15.33,63.68,88.68,18.46,10.42,21.4,45.3,60.94,48.39,11.11,32.28,40.34,285.89,32.02,9.14,24.02,50.21,592.03,Yes
1.642,2.798,53.65,114.1,67.47,3.98,1.54,77.08,575.81,97.66,1.72,19.38,82.0,711.52,53.59,3.4,37.31,99.64,637.02,69.0,2.47,12.58,88.11,652.28,71.93,2.89,17.7,86.71,2576.63,No
3.449,3.383,34.02,224.1,73.92,0.11,9.87,84.22,415.53,56.31,2.78,31.55,95.01,579.87,73.74,2.31,4.65,74.4,671.96,73.25,4.74,30.2,75.82,566.37,69.31,2.48,19.07,82.36,2233.73,No
1.606,3.505,29.79,170.6,73.87,2.37,19.31,98.2,621.52,64.52,1.04,16.0,83.55,600.49,63.3,4.61,-0.08,86.81,608.82,60.34,4.96,25.77,89.37,561.65,65.51,3.24,15.25,89.48,2392.48,No
5.498,6.019,16.09,39.7,23.47,9.42,32.22,23.92,27.22,44.01,7.28,28.38,47.14,312.34,15.0,6.78,26.14,67.32,155.62,23.08,9.64,33.61,61.85,373.31,26.39,8.28,30.09,50.06,868.49,Yes
5.734,5.899,23.53,97.3,20.67,10.3,22.89,53.85,178.49,49.75,10.37,34.05,61.75,338.59,42.58,8.75,20.04,38.52,7.59,30.96,9.03,25.51,68.7,341.8,35.99,9.61,25.62,55.7,866.47,Yes
1.611,2.473,44.44,490.0,90.92,4.93,6.41,72.62,601.15,76.06,3.1,0.45,84.82,431.38,71.11,0.37,37.84,70.4,727.25,93.14,4.52,44.13,71.61,615.6,82.81,3.23,22.21,74.86,2375.38,No
3.561,2.293,25.15,464.5,88.03,0.64,30.09,70.6,385.41,76.29,0.58,43.22,96.81,618.68,53.19,1.95,13.59,84.43,438.34,78.88,2.61,42.36,98.09,587.05,74.1,1.44,32.32,87.48,2029.48,No
6.026,5.341,17.78,6.2,16.5,11.37,28.72,32.5,24.6,37.62,9.43,23.09,38.18,81.31,36.78,11.82,18.51,49.86,159.07,27.87,7.52,31.5,44.26,203.78,29.69,10.04,25.46,41.2,468.76,Yes
5.382,4.633,24.56,2.9,17.99,7.45,23.28,31.64,184.26,44.9,10.27,26.6,24.45,260.25,16.66,10.72,20.0,40.85,131.43,44.35,6.76,26.31,27.1,264.3,30.98,8.8,24.05,31.01,840.24,Yes
5.441,6.335,18.23,36.6,11.82,9.54,29.44,58.68,56.18,27.77,7.06,28.24,27.9,339.06,19.23,7.75,32.02,42.92,9.0,29.78,6.51,34.71,49.41,96.2,22.15,7.72,31.1,44.73,500.44,Yes
5.463,5.107,15.34,32.0,42.42,10.14,29.5,54.91,116.61,13.99,7.63,31.64,69.02,185.19,10.39,6.84,21.44,48.93,28.16,47.73,8.19,33.25,59.03,283.29,28.63,8.2,28.96,57.97,613.25,Yes
4.738,4.053,24.44,17.0,10.38,7.42,19.7,41.1,345.15,45.17,8.74,23.22,47.75,91.3,12.09,11.64,18.73,29.92,177.17,29.66,6.11,17.96,38.91,256.4,24.32,8.48,19.9,39.42,870.02,Yes
