Slope,Elevation,TurbulenceIntensity,Quarter1-AirTemperature,Quarter1-RelativeHumidity,Quarter1-Precipitation,Quarter1-WindSpeed,Quarter1-WindGustSpeed,Quarter1-AirPressure,Quarter2-AirTemperature,Quarter2-RelativeHumidity,Quarter2-Precipitation,Quarter2-WindSpeed,Quarter2-WindGustSpeed,Quarter2-AirPressure,Quarter3-AirTemperature,Quarter3-RelativeHumidity,Quarter3-Precipitation,Quarter3-WindSpeed,Quarter3-WindGustSpeed,Quarter3-AirPressure,Quarter4-AirTemperature,Quarter4-RelativeHumidity,Quarter4-Precipitation,Quarter4-WindSpeed,Quarter4-WindGustSpeed,Quarter4-AirPressure,Yearly-AirTemperature,Yearly-RelativeHumidity,Yearly-Precipitation,Yearly-WindSpeed,Yearly-WindGustSpeed,Yearly-AirPressure,Label
27.74,1511.03,29.88,-29.62,63.07,1533.44,5.81,68.89,954.93,-13.87,14.95,1971.21,5.79,52.61,977.08,35.19,86.88,1356.52,6.72,81.1,1021.73,-13.1,74.48,161.65,5.04,59.98,1015.01,-17.61,37.45,1975.92,4.72,50.54,1025.99,Yes
29.68,2433.93,33.11,11.51,87.54,310.62,7.58,55,1033.83,28.26,35.33,207.47,4.48,63.27,1038.1,-15.79,4.54,795.97,4.58,93.66,1016.41,-19.57,64.12,959.52,6.61,75.06,957.74,-17.07,69.03,1406.22,6.7,64.6,1012.07,Yes
28.7,1691.65,36.91,0.88,33.83,1480.53,4.34,78.44,1036.14,-22.33,2.31,1456.73,5.66,84.64,952.54,28.61,65.35,886.27,6.13,51.39,1020.32,-16.55,20.85,1576.7,6.12,85.31,1027.13,13.17,20.82,1565.12,7.74,63.6,964.13,Yes
15.11,2633.19,25.52,-11.37,83.4,1864.24,7.19,56.36,977.17,29.52,59.36,1930.6,5.97,99.21,970.88,38.52,41.12,406.72,5.84,98.61,1022.13,28.1,2.28,1083.86,5.76,73.43,1010.37,24.67,9.17,923.74,5.32,79.04,1024.61,Yes
12.2,1253.65,19.42,-35.42,138.77,3460.49,3.04,35.72,1055.11,-35.16,134.78,3055.09,1.74,27.81,946.12,45.19,127.18,2577.55,2.86,22.31,943.12,49.98,106.46,2508.2,0.53,41.79,1054.37,43.52,137.13,2029.97,2.99,29.54,940.12,No
19.16,2884.78,31.47,18.42,35.69,1427.65,7.31,98.86,994.84,27.86,34.57,1593.38,7.29,97.51,993.19,38.15,55.15,1639.6,7.87,80.5,1021,8.07,52.8,280.83,6.01,52.14,954.42,-20.54,21.21,1082.24,4.37,54.27,1007.85,Yes
9.38,951.33,7.38,41.32,127.87,2075.9,1.11,2.86,1054.95,-34.5,164.86,3030.41,0.53,25.82,944.12,43.68,99.31,3812.67,1.9,42.67,1059.48,-34.59,102.26,2386.1,1.3,30.03,943.48,46.1,159.63,2459.36,2.57,36.35,940.53,No
23.69,1537.41,34.15,6.4,13.21,1106.47,6.29,52.95,973.37,10.33,86.19,1421.41,6.63,53.21,970.5,13.46,11.99,315.36,4.3,87.46,1022.44,33.28,18.28,1533.67,7.61,88.2,985.79,-27.3,13.97,457.25,4.54,84.77,962.05,Yes
9.08,874.03,17.5,-37.22,137.25,2193.54,0.98,35.99,941.54,45.57,116.87,3723.18,2.56,31.72,1051.88,41.36,167.94,2948.61,2.5,47.26,1056.22,-35.66,142.92,2827.59,1.96,2.82,947.55,43.16,96.42,3016.02,2.25,48.52,945.28,No
8.95,1427.82,15.95,-39.58,121.9,2989.96,2.86,15.95,945.9,-31.53,146.15,3046.59,1.11,1.7,1053.92,46.67,102.22,3796.35,1.23,44.46,1055.52,41.8,110.37,3959.68,1.3,14.07,940.69,-35.65,115.24,2733.77,0.62,11.33,1051.66,No
16.54,2124.76,30.85,17.95,6.9,1311.36,4.29,91.2,993.96,29.35,11.71,102.7,5.58,88.96,996.62,12.08,70.99,1482.73,5.42,90.12,1037.42,35.11,10.03,1758.73,5.36,55.02,1029.35,27.35,8.11,1193.96,5.99,78.76,952.72,Yes
1.57,466.48,12.45,-37.19,147.56,3067.46,0.91,32.9,1057.86,46.77,108.28,3255.43,0.49,39.16,1059.3,42.21,144.51,2904.43,0.4,23.37,1053.99,44.98,155.24,3393.75,0.67,26.7,942.22,49.38,93.53,3963.93,2.68,34.92,1055.83,No
14.33,926.3,18.04,47.26,160.13,2902.06,2.95,0.36,1054.59,-36.28,168.67,2837.29,0.13,41.4,941.27,-39.45,97.24,2231.53,2.37,27.31,941.31,-31.45,124.52,2506.9,3.2,7.23,1055.06,48.26,100.58,3468.52,2.66,4.2,1055.85,No
8.49,601.78,17.8,-37.58,98.02,2193.33,1.4,1.52,940.4,45.32,118.34,2031.96,3.41,38.73,1053.89,-38.18,132.02,2396.23,0.06,6.53,1058.43,42.41,111.52,2586.36,1.19,24.55,948.76,41.99,141.31,2810.78,3.2,42.16,948.98,No
16.04,1526.64,27.14,-18.1,42.92,1768.48,4.09,68.46,998.94,-15.23,28.04,946.43,5.14,98.8,1016.07,15.62,49.79,1033.69,6.21,64.98,964.82,-9.66,51.87,1893.5,4.88,84.51,1047.36,-2.99,41.35,1355.99,4.24,59.75,984.55,Yes
6.97,1049.37,0.02,42.89,148.32,3970.87,0.55,26.29,1053.98,-38.59,145.51,2481.37,1.19,39.06,1052.82,-34.41,154.73,3584.55,3.34,17.91,944.09,48.85,147.16,2426.41,2.29,14.86,940.43,45.11,106.77,2425.24,1.25,9.19,948.62,No
11.34,75.84,13.7,49.73,109.14,2787.55,0.14,9.07,1057.03,-31.64,108.66,2536.34,2.51,46.61,1059.17,49.91,109.51,3550.68,1.13,5.66,946.82,-38.18,136.4,2784.32,1.46,42.11,943.12,-39.24,104.98,2728.75,2.99,22.5,1059.74,No
11.96,82.36,12.5,-31.28,173.52,3442.34,2.34,46.23,941.97,-35.56,143.35,2862.99,1.46,12.59,1055.03,41.27,157.05,3912.43,2.26,4,1056.82,48.98,131.71,2317.83,0.34,30.66,940.13,43.41,145.49,2291.93,1.51,36.7,947.97,No
13.57,48.53,14.6,-31.98,157.57,3786.13,2.86,17.16,1059.98,-33.61,103,2243.78,1.54,16.83,944.45,45.55,133.92,2500.01,0.43,0.35,940.65,-37.56,171.72,3190.19,1.92,23.68,1052.43,42.62,137.78,2505.32,0.9,13.7,940.94,No
20.28,1961.16,27.83,-1.61,28.53,1074.89,6.8,88.38,1006.59,30.37,40.92,108.5,7.13,56.16,982.47,26.14,35.22,124.85,6.62,90.23,969.47,3.7,13.85,648.06,4.3,82.25,953.31,-5.78,82.4,1404.04,7.44,93.63,1044,Yes
15.45,1644.99,21.66,-27.65,61.45,469.8,4.93,70.29,981.5,2.72,54.15,1010.36,4.06,55.68,1025.48,20.75,14.35,1205.03,6.49,68.68,955.37,13.86,39.64,975.3,6.58,61.29,978.95,18.72,42.62,274.93,7.49,85.66,991.69,Yes
13.57,58.56,6.14,49.12,118.28,3777.29,0.88,24.38,1052.02,-38.92,96.88,3385.88,2.98,0.48,945.05,48.06,121.04,2172.26,2.21,38.95,943.2,-35.81,148.35,3275.27,1.67,20.65,1055.14,41.89,106.74,3914.44,2.04,5.83,940.58,No
2.77,1081.16,12.17,44.7,156.71,2304.76,1.75,37.74,947.04,-34.85,145.04,2105.07,0.61,31.67,942.08,-36.61,121.82,2913.73,1.84,28.6,945.45,44.01,154.08,2793.98,1.22,7.31,948.34,-33.13,93.83,3200.59,3.11,6.35,1056.46,No
19.18,1822.53,28.06,32.34,70.82,196.77,6.07,86.73,1027.3,5.01,0.66,1272.41,5.53,91.14,1020.88,-11.51,43.76,1815.08,6.68,70.13,958.19,5.49,9.82,1308.89,4.04,97.45,966.4,5.63,27.05,1306.54,7.8,70.11,1014.18,Yes
27.27,1677.72,29.61,14.66,50.32,1061.16,4.08,54.05,1002.77,27.2,21.89,1749.77,7.59,79.12,1027.58,-8.93,23.22,979.16,7.78,76.12,968.79,-25.75,11.87,1977.41,5.4,75.93,1014.47,1.01,66.78,681.23,5.15,50.77,991.24,Yes
7.73,353.68,13.65,-34.93,126.48,2536.97,2.57,38.18,946.38,-39.54,121.51,2186.99,1.63,2.17,940.79,46.02,150.81,2623.86,1.65,23.54,944.05,49.59,144.29,3832.02,1.43,10.27,1059.59,49.63,170.2,2960.77,0.58,29.27,1052.84,No
28.03,2198.29,25.96,13.07,58.5,839.46,6.69,99.24,1045.78,7.06,59.66,1392.34,6.98,64.22,1046.43,9.85,48.04,1341.68,7.02,79.74,1037.91,12.66,73.87,482.6,5.56,90.09,975.78,-23.53,70.25,705.26,7.75,70.62,962.41,Yes
10.97,561.6,15.41,45.54,112.32,3994.19,2.68,43.01,946.55,-39.53,148.84,3438.65,2.76,21.94,1059.39,42.29,170.09,3409.85,3.29,28.09,945.6,47.13,146.64,3598.35,1.58,9.3,948.6,-39.75,125.61,2425.1,0.99,33.49,1051.04,No
7.6,713.55,18.91,-37.35,151.22,3840.28,1.11,45.2,941.98,-39.37,100.37,3746.33,0.44,24.7,1058.13,49.33,111.52,2933.75,2.59,14.46,942.48,-39.09,125.24,3706.09,0.13,23.62,940.03,-37.56,106.74,2720.06,0.41,15.73,1056.02,No
7.08,133.28,16.77,-35.59,117,2203.06,2.81,10.89,940.77,43.7,140.39,3695.69,1.12,44.32,1056.41,-33.75,91.72,2437.51,2.83,12.71,1055.02,47.68,120.68,3337.09,2.66,23.4,1051.47,-35.26,128.76,3679.28,2.96,1.27,1059.1,No
26.59,1690.46,35.93,4.36,1.05,995.35,6.87,68.42,966.07,9.71,15.62,552.86,7.12,72.37,1043.32,9.68,57.01,1541.81,6.3,57.53,1003.87,-2.49,59.79,1806.55,7.73,73.1,1021.18,0.15,49.35,32.67,6.92,57.49,981.06,Yes
17.84,2439.96,34.29,6.23,43.63,1491.63,5.68,89.25,983.11,4.2,16.95,940.59,6.53,59.21,1028.52,0.23,25.78,1739.1,4.5,50.4,1039.85,-18.11,33.7,762.02,5.05,95.73,951.73,-7.8,41.17,1558.92,7.05,60.94,977.36,Yes
18.87,1857.09,35.08,29.29,23.61,220.32,7.88,52.74,1033.59,32.83,44.34,1146.74,4.25,53.24,1031.65,33.66,53.79,1373.09,4.34,86.75,1036.19,-16.25,49.7,76.48,6.68,58.74,955.1,2.88,34.73,1574.86,6.11,86.07,952.93,Yes
28.96,2756.37,31.42,25.05,11.96,441.91,6.47,85.3,1023.01,13.69,30.17,422.98,6.76,95.6,1018.59,-7.29,67.81,873.29,4.83,62.83,992.76,31.84,25.35,414,7.83,55.35,1047.74,8.2,81.1,1058.02,7.88,97.52,995.01,Yes
8.3,1445.81,17.05,43.95,104.01,2626.98,3.49,40.6,945.79,-33.97,136.61,3564.08,0.99,0.21,1056.59,49.68,95.21,3341.17,2.5,4.03,1051.73,49.88,105.39,2912.05,0.18,45.48,1056.94,-36.58,154.26,3665.54,0.15,2.42,946.19,No
4.74,1110.87,10.53,-33.91,143.54,2240.66,3.07,33.92,944.68,42.51,139.56,2722.92,1.45,31.7,946.82,-37.91,155.29,2416.62,2.55,47.24,1052.99,45.71,110.92,2364.07,1.7,42.54,945.24,45.16,176.81,3332.74,2.63,0.69,947.22,No
21.79,2552.45,20.43,4.88,32.08,592.54,7.83,57.92,1017.9,39.89,84.59,63.95,4.15,68.4,1036.11,33.07,13.75,1093.19,5.34,87.38,952.98,1.44,14.13,1131.83,5.43,93.42,959.06,6.67,80.89,223.33,7.42,60.66,983.01,Yes
18.26,2985.97,25.77,20.02,81.48,1348.93,7.65,70.07,980.13,-26.89,43.76,1616.56,5.97,70.52,1023.75,-15.38,41.04,1182.78,6.99,52.16,1027.96,34.39,49.55,272.63,6.22,65.71,1000.62,-26.48,45.98,904.8,7.77,84.76,1013.57,Yes
21.71,2680.57,32.19,-13.97,11.61,1795.6,5.84,51.22,1030.85,6.13,60.93,1595.71,6.2,69.76,976.82,15.79,8.8,386.76,7.77,73.71,982.42,16.17,28.97,1545.13,5.44,94.96,988.77,-13.74,11.09,1327.87,5.7,70.91,1002.48,Yes
17.6,2292.43,29.99,7.79,59.35,1135.52,5.13,96.18,993.72,27.27,52.35,1649.82,7.9,79.72,984.9,-0.9,49.99,1733.32,6.95,93.15,1026.95,-23.13,48.55,699.75,4.69,57.57,956.68,0.23,46.29,1506.02,6.28,73.58,980.97,Yes
28.19,2340.27,22.42,35.73,78.1,269.86,5.31,87.46,1007.12,-1.18,61.88,87.77,7.06,94.32,1014.27,26.98,7.34,958.26,5.63,86.85,1049.9,-0.88,8.53,1528.31,5.55,51.03,987.96,-19.17,11.06,85.41,5.25,78.22,977,Yes
18.97,1598.42,36.44,-20.07,0.63,1309.87,5.42,96.84,964.7,-12.85,15.15,744.7,7.21,84.37,970.22,23.12,11.39,1493.23,5.69,88.39,994.95,39.23,39.44,1548.5,5.47,76.49,954.81,-4.48,71.38,438.48,4.81,89.56,1045.98,Yes
18.75,2891.56,37.1,-27.09,11.48,1951.24,6.81,78.52,1008.22,26.75,4.64,1758.73,6.51,78.37,1029.99,39.22,20.19,1057.5,7.18,79.68,977.32,6.98,64.94,1302.59,4.91,91.5,966.66,-29.95,45.23,173.24,5.47,52.88,978.19,Yes
9.92,958.14,19.24,-35.86,142.03,3684.92,2.99,14.21,942.69,49.53,117.43,2425.8,0.24,46.12,1053.26,45.54,105.35,2729.07,0.38,36.84,946.08,-37.51,101.98,2781.08,3.39,8.83,946.84,41.27,97.5,2929.26,2.59,43.54,1053.61,No
2.41,1107.86,6.47,-35.77,109.51,3563.09,0.18,34.1,943.67,-34.23,137.21,2860.86,1.44,5.89,943.34,-33.83,150.84,3566.11,0.61,7.48,947.85,-37.44,149.13,3806.09,3.02,36.22,947.71,43.08,101.67,2721.1,1.65,47.84,1058.69,No
22.77,1557.05,39.56,8.54,37.26,747.71,4.02,68.39,1001.36,-15.58,87.06,1194.31,5.64,60.01,1032.93,-15.81,88.43,1921.75,4.68,51.65,1029.37,-2.82,39.67,80.71,6.5,73.05,981.31,-18.93,8.66,494.1,4.31,75.59,1046.78,Yes
2.58,1034.17,12.89,44.8,121.26,3232.59,0.53,33.93,945.31,-36.45,119.61,3522.63,3.49,33.2,1058.46,-33.74,136.1,2277.73,3.01,11,948.55,-39.06,124.18,2391.23,1.76,3.47,1058.35,-33.88,94.5,3627.89,0.25,14.23,948.52,No
3.23,642.31,17.62,43.08,169.1,2312.98,2.81,25.56,942.38,-37.89,108.83,2727.16,1.31,8.75,1058.22,-38.51,153.24,3561.2,1.24,7.21,1056.6,42.55,161.56,2408.81,0.16,17.95,945.38,44.25,101.93,3381.92,2.61,9.7,941.74,No
24.06,2250.16,34.33,-11.88,25.5,32.91,7.22,92.38,979.61,7.88,31.75,308.92,6.65,70.13,1001.39,2.04,1.53,998.88,5.46,71.14,1004.22,15.2,68.38,1108.22,5.64,91.17,961.37,14.82,52.39,1596.52,4.59,78.72,997.5,Yes
29.76,1728.58,35.57,23.49,64.98,1957.88,7.63,89.33,985.65,11.6,67.84,1528.85,4.06,97.39,998.06,-6.63,80.76,235.76,6.38,91.57,996.43,24.88,58.13,1729.41,5.06,95.52,1000.29,36.9,67.42,1065.72,5.07,72.83,1034.03,Yes
13.1,748.17,15.5,-37.93,179.43,2301.44,1.8,20.89,1059.6,-32.51,141.38,2373.66,2.67,40.22,946.83,42.58,101.76,3939.46,2.48,21.06,1053.26,-34.85,132.99,2151.1,2.83,6.54,1059.33,45.5,144.46,3687.59,1.93,13.03,1053.4,No
17.16,1945.03,31.1,33.07,51.15,1015.84,7.91,83.09,1006.22,15.98,66.54,131.16,4.69,64.16,1026.17,17.57,44.26,881.24,6.72,54.53,1044.99,25.09,4.88,1941.8,4.5,81.99,990.46,-13.58,77.83,1057.41,6.67,51.78,957.56,Yes
25.8,1569.29,37.61,-17.09,1.08,537.24,4.63,94.63,973.83,-24.05,58.59,1957.32,4.02,73.94,969.34,5.51,5.54,1513.87,6.34,89.03,1019.2,-16.75,5.73,1972.06,7.07,72.09,1007.11,11.14,82.67,455.07,7.44,94.86,952.54,Yes
1.62,784.94,6.79,-36.49,147.27,3451.82,2.76,42.33,1056.86,42.69,160.47,2484.6,1.84,0.05,1055.82,43.43,106.33,2905.13,3.12,45.87,1056.55,47.82,153.8,3347.88,1.55,46.67,948.35,44.59,175.95,3863.08,3.25,29.2,1054.7,No
29.6,2074.18,24.25,12.51,32.79,987.98,5.59,84.06,1047.18,15.67,77.97,616.56,7.29,69.99,982.28,38.38,19.13,580.6,5.29,60.86,1043.03,-6.57,64.35,1239.75,7.31,81.35,1038.62,5,23.05,1568,7.83,50.95,1016.87,Yes
23.19,1604.78,21.16,-0.42,81.29,217.44,6.98,85.71,1011.02,-1.07,19.74,1334.9,4.59,75.86,1028.16,25.77,88.47,419.7,5.15,60.3,1002.34,14.9,78.11,1647.84,4.4,56.81,1015.33,26.27,45.19,962.03,5.13,51.84,1009.59,Yes
28.82,1604.6,32.11,-8.82,48.71,467.14,4.32,53.82,1019.59,-14.33,43,1141.96,5.7,84.9,1007.44,2.44,47.15,1396.82,7.76,73.89,1013.46,1.22,72.24,1342.53,6.22,92.38,955.25,20.13,23.26,728.06,5.12,61.69,953.79,Yes
1.26,661.91,16.02,42.48,122.59,3687.13,2.63,47.47,943.93,-32.17,159.28,2975.22,0.49,38.91,940.4,47.29,166.07,3578.69,2.57,26.23,1053.75,-37.52,138.4,3134.45,2.21,29.45,948.37,-32.04,133.63,3580.68,0.05,18.88,1059.36,No
29.46,2862.37,28.29,-24.97,39.17,31.95,5.52,76.31,1010.09,29.63,58.01,1877.73,8,94.65,955,5.57,30.44,777.42,4.56,75.47,968.15,-14.65,35.93,575.22,5.64,94.4,1016.78,26.5,22.79,446.2,6.31,64.03,981.69,Yes
20.98,2502.37,25.76,37.54,25.69,992.2,4.94,79.21,1034.76,6.92,72.62,1716.5,6.24,71.22,983.17,-6.37,76.93,1700.71,6.87,86.09,1039.4,28.04,63.83,470.91,6.67,89.48,996.67,18.76,30.17,1648.79,4.73,56.26,1029.62,Yes
14.49,646.24,15.47,49.76,129.63,2808.06,1.95,42.97,1051.14,44.75,131.01,2850.74,0.25,17.27,1058.51,46.28,145.21,2127.58,2.27,20.89,1051.51,-38.36,167.17,2857.12,0.11,35.94,1059.26,-38.82,122.69,2116.43,0.76,37.19,1053.95,No
21.64,1704.87,39.18,27.04,23.81,386.17,5.47,79.3,956.83,3.85,34.38,1794.62,5.14,97.23,1043.89,-27.06,87.4,1885.86,7.06,96.09,991.24,32.58,7.8,1739.59,6.56,75.15,1037.32,10.51,25.2,1511.29,5.57,84.63,1000.17,Yes
10.49,738.62,5.78,41.15,98.09,3619.72,1.22,47.34,1051.75,47.3,93.28,2970.05,3.36,38.49,945.53,-38.66,112.79,2116.2,2.34,33.88,945.64,44.17,124.81,3367.7,2.73,4.21,943.89,-39.37,174.12,2862.21,2.71,0.47,1053.61,No
8.93,186.05,2.62,-31.48,146.33,2476.99,0.41,32.62,948.89,-31.24,171.48,3273.5,2.23,12.21,1058.42,-36.96,103.53,2960.7,2.59,35.19,942.38,-34.39,101.4,3166.83,0.32,24.54,1059.48,-37.46,127.8,2538.48,0.4,47.35,940.89,No
4.52,773.04,8.73,43.89,117.29,3163.05,2.85,17.43,1059.66,-36.03,114.45,2814.23,1.75,22.86,1051.25,46.3,161.48,3737.66,0.32,48.36,942.84,46.68,162.48,2147.34,0.59,31.41,1052.05,49.21,170.64,2838.54,1.57,1.19,946.57,No
10.46,269.03,3.21,45.54,125.99,3818.64,2.82,40.1,947.95,-33.11,129.58,3020.85,2.03,41.34,1053.12,44.43,133.38,3554.19,0.62,42.12,948.35,-38.93,135.98,3943.18,0,38.15,1055.97,45.66,158.48,2069.67,1.6,25.87,1059.11,No
2.21,523.26,8.96,41.26,179.44,2199.69,3.47,36.39,943.06,49.72,168.59,2329.73,3.02,7.87,941.71,-33.33,165.67,2259.57,2.48,46.98,1058.65,-39.85,179.51,2125.33,1.95,15.32,940.61,-33.82,152.35,2102.44,1.42,30.82,948.63,No
12.29,1118.53,15.18,-35.18,133.92,2853.64,0.43,9.52,1057.02,-38.62,168.21,3284.62,2.11,10.11,947.34,-32.39,156.47,2052.24,2.23,25.77,945.51,45.81,131.38,2862.02,2.3,9.95,1055.87,-31.18,109.27,2103.38,3.16,0.83,1051.88,No
18.24,2892.29,24.96,-3.45,86.9,519.63,5.73,67.79,989.47,17.88,80.38,796.37,5.17,78.89,983.47,9.31,79.52,1003.93,5.44,66.47,1006.01,-28.77,4.79,1059.82,6.15,81.03,981.47,3.89,76.14,924.48,5.32,72.69,955.24,Yes
8.06,498.7,17.58,-36.41,91.34,2805.12,1.58,24.91,1053.98,47.24,138.25,3861.49,0.82,31.85,1053.42,-35.39,110.36,3718.24,3.36,41.53,941.59,42.05,138.35,2693.74,1.15,42.64,940.73,-39.34,114.11,2390.39,2.91,15.73,1058.12,No
1.73,593.77,2.37,-38.79,108.05,3736.78,2.73,31.01,944.89,-32.98,115.77,3935.27,2.91,31.17,1051.05,-39.28,105.85,3464.87,1.77,45.57,1053.38,-35.4,106.27,2948.29,0.84,31.67,945.05,-33.02,126.66,2299.69,1.6,6.08,947.44,No
21.18,2455.35,23.01,-25.66,13.16,775.15,6.7,53.67,953.23,21.52,42.24,239.94,5.55,77.29,1048.1,39.92,68.5,14.26,6.38,93.87,994.17,27.37,63.17,1205.59,7.95,69.54,975.52,29.25,76.77,746.34,5.97,53.92,975.78,Yes
9.16,544.24,13.06,42.98,145.51,3085.94,1.61,16.39,1058.17,-38.15,97.91,2077.92,1.24,25.24,1055.96,42.17,145.24,2130.86,0.26,3.07,940.48,-38.65,102.44,3810.66,1.63,27.5,1059.31,-36.79,160.23,2671.96,1.37,47.54,1058.98,No
9.89,605.03,5.8,47.42,143.21,2085.93,1.96,27.5,1052.35,-34.94,169.64,2187.76,1.71,5.06,1053.8,49,163.48,2270.07,2.13,19.5,946.66,-39.14,128.84,3607.59,2.01,0.91,1054.81,-38.47,168.8,3342.5,0.22,37.36,1052.93,No
1.5,227.31,4.69,41.58,172.63,2547.74,2.33,39.5,948.06,43.19,173.91,3873.31,2.64,5.98,944.66,-34.8,107.83,3318.81,3.42,4.87,1052.14,-37.52,139.99,2591.65,0.21,27.68,945.94,44.12,179.43,3625.45,2.31,31.87,940.73,No
18.05,2925.31,28.36,-28.21,35.58,1258.21,7.86,95.39,971.09,-23.75,57.85,1880.05,4.28,71.68,1046.81,-3.49,1.84,128.93,7.89,79.89,1041.31,11.03,58.71,1163.13,6.4,77.22,1028.64,-26.6,65.55,709.35,5.82,66.26,1040.21,Yes
16.05,1577.53,31.3,-25.57,1.53,1089.58,6.84,99.57,972.99,-18.95,33.65,1441.74,6.42,78.13,991.1,-29.73,9.71,1677.7,6.15,56.45,961.81,33.49,82.26,880.11,6.55,92.48,1004.29,-3.01,39.44,41.4,5.55,68.31,1042.72,Yes
3.67,1193.8,17.05,-33.61,94.51,3436.87,0.13,10.75,1052.48,47.6,172.89,2740.88,0.97,15.03,945.42,47.32,92.34,3085.95,1.46,38.11,1052.12,47.31,177.9,2950.16,1.83,39.49,1051.94,-34.45,129.29,2882.14,2.56,40.32,1058.27,No
15.6,1964.55,29.53,-8.76,18.81,726.54,4.54,96.46,1001.05,-14.7,62.09,1793.01,5.79,99.13,1042.99,25.38,79.41,1318.8,6.02,97.87,1010.26,34.75,65.28,288.64,5.36,79.72,1008.04,14.55,6.41,381.52,6.97,99.22,1017.01,Yes
19.13,2262.13,39.59,9.38,63.2,784.77,5.02,94.36,1023.35,8.73,83.01,509.86,4.33,82.68,991.31,0.36,21.33,1057.85,7.92,68.03,960.24,-8.19,70.51,1325.56,5.37,84.41,1034.57,-2.24,58.56,1692.71,5.46,62.41,1014.11,Yes
10.46,1115.32,3.84,46.72,107.28,3506.25,3.24,41.97,1052.69,-36.22,151.2,3991.02,2.5,43.08,1053.07,47.88,129.84,2739.32,2.58,27.26,942.87,48.54,103.85,2518.97,3.22,30.88,944.46,-37.25,91.37,3186.01,3.18,46.37,1054.17,No
26.07,2862.95,35.65,23.55,34.49,1319.76,4.97,63.38,974.18,16.47,36.2,1718.45,7.66,56.39,963.3,17.08,54.99,1211.5,7.39,63.73,954.75,-19.57,47.6,1390.27,5.48,98.98,999.65,1.62,21.33,275.39,6.97,89.71,966.66,Yes
6.16,900.2,0.27,45.86,149.11,2269.28,3.49,24.82,944.82,48.26,162.07,3090.4,3.22,22.97,940.68,-35.79,167.82,3251.08,3.28,46.39,945.58,-36.04,140.74,2676.97,2.41,5,1058.48,-35,104.48,3353.46,1.67,18.03,1055.49,No
24.86,1735.53,38.9,-25.96,63.08,1990.61,4.08,66.19,996.82,-10.13,59.27,1613.23,7.42,99.19,1013.9,-25.54,85.94,26.09,4.42,56.94,997.83,38.88,34,959.9,7.88,59.07,1025.32,-9.57,80.24,1458.71,7.34,61.73,1016.39,Yes
25.22,2379.69,26.38,36.63,31.65,1391.45,5.9,84.87,997.15,-28.47,63.4,1068.37,7.88,70.12,1040.57,11.31,18,125.84,7.11,57.02,1018.52,27.55,16,1095.13,5.04,89.92,1014.02,12.92,85.86,1387.65,5.41,87,1038.01,Yes
0.12,149.16,0.82,43.44,168.17,3990.01,0.13,32.51,1058.08,-33.88,104.79,3802.55,2.96,3.97,947.82,-31.36,110.64,2040.58,0.79,36.12,1058.71,-31.04,157.81,2617.61,2.03,22.42,1053.2,42.27,157.97,3001.32,2.12,3.64,1052.8,No
29.42,2083.33,23,-21.83,26.76,676.71,5.32,75.57,1016.89,36.31,74.09,560.22,5.92,64.17,1035.93,29.28,0.31,463.66,7.86,56.41,1019.03,10.28,28.17,1295.41,7.54,53.36,1023.26,-27.46,19.31,1530.69,5.86,98.37,1002.46,Yes
13.09,1482.72,18.15,-33.92,170.87,3413.67,0.87,35.03,1057.79,49.58,142.2,2142.62,2.93,41.63,1053.51,-33.64,177.58,3270.83,2.69,15.69,1051.02,44.57,111.42,2979.52,0.46,5.78,1056.88,-32.38,169.19,2667.13,1.26,10.83,944.48,No
23.09,1869.86,33.53,15.48,88.9,1317.44,6.77,53.58,1003.38,25.63,50.16,69.44,6.29,52.75,1001.48,-7.2,66.01,559.31,6.3,74.65,1020.4,-26.68,42.91,1244.39,5.56,97.78,1013.71,22.82,55.75,1974.46,4.63,87.93,1008.26,Yes
12.99,1455.54,11.94,-32.15,164.35,2905.98,2.56,15.55,1056.05,-35.79,158.66,3840.54,3.37,42.72,1058.89,44.56,110.91,3175.88,2.04,35.5,941.24,44.91,165.24,3764.57,1.04,47.32,1054.83,45.92,133.43,3529.24,2.21,41.61,1051.57,No
16.6,2807.42,32.33,-9.49,8.36,1730.38,5.33,78.6,1004.43,38.45,25.54,1394.94,6.54,64.95,1039.5,0.1,62.69,1079.08,5.69,74.21,978.4,-22.49,85.73,107.69,5.91,50.31,1021.43,-4.47,73.55,1321.56,6.02,68.19,999.45,Yes
8.94,541.3,6.45,-34.26,118.72,2080.87,2.77,12.72,1057.54,46.07,106.16,2116.86,0.99,11.59,1059.59,-34.54,103.8,2589.96,1.77,26.3,948.58,47.89,125.44,2761.13,2.04,2.45,940.17,42.48,144.65,2917.89,2.63,6.63,941.25,No
5.04,687.65,9.47,-34.81,154.52,2757.52,2.13,27.55,1059,-32.26,153.25,3099.69,3.2,18.99,948.01,-32.55,149.32,3337.23,1.52,1.22,1056.83,-36.53,105.35,3645.31,2.48,35.31,1057.86,-31.18,174.8,3349.06,0.02,30.73,943.95,No
5.88,1148.08,12.05,-39.16,121.49,2816.8,0.66,4.41,943.07,-39.8,160.57,2125.85,0.3,13.59,1057.1,-38.81,167.99,3130.99,0.09,2.4,1052.03,42.29,122.18,3643.28,0.15,39.85,945.61,-39.15,93.88,3646.87,2.28,33.39,941.01,No
